model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q6_K,442,1,0.1428,257
Qwen2.5-1.5B Q6_K,443,1,0.1376,372
Qwen2.5-1.5B Q6_K,444,0,0.1543,268
Qwen2.5-1.5B Q6_K,445,1,0.1110,212
Qwen2.5-1.5B Q6_K,446,1,0.1191,267
Qwen2.5-1.5B Q6_K,447,0,0.1143,191
Qwen2.5-1.5B Q6_K,448,1,0.1509,480
Qwen2.5-1.5B Q6_K,449,1,0.1434,339
Qwen2.5-1.5B Q6_K,450,1,0.1426,386
Qwen2.5-1.5B Q6_K,451,1,0.0994,142
Qwen2.5-1.5B Q6_K,452,0,0.1022,189
Qwen2.5-1.5B Q6_K,453,0,0.1436,320
Qwen2.5-1.5B Q6_K,454,1,0.1499,465
Qwen2.5-1.5B Q6_K,455,1,0.1578,509
Qwen2.5-1.5B Q6_K,456,1,0.1290,193
Qwen2.5-1.5B Q6_K,457,1,0.1444,299
Qwen2.5-1.5B Q6_K,458,1,0.2373,610
Qwen2.5-1.5B Q6_K,459,1,0.1340,284
Qwen2.5-1.5B Q6_K,460,1,0.0958,129
Qwen2.5-1.5B Q6_K,461,0,0.1487,476
Qwen2.5-1.5B Q6_K,462,1,0.1422,463
Qwen2.5-1.5B Q6_K,463,1,0.1031,265
Qwen2.5-1.5B Q6_K,464,1,0.1044,180
Qwen2.5-1.5B Q6_K,465,0,0.1405,307
Qwen2.5-1.5B Q6_K,466,1,0.1423,458
Qwen2.5-1.5B Q6_K,467,1,0.1403,311
Qwen2.5-1.5B Q6_K,468,1,0.1324,355
Qwen2.5-1.5B Q6_K,469,1,0.1445,425
Qwen2.5-1.5B Q6_K,470,1,0.1379,317
Qwen2.5-1.5B Q6_K,471,1,0.1015,215
Qwen2.5-1.5B Q6_K,472,1,0.1392,326
Qwen2.5-1.5B Q6_K,473,1,0.0979,167
Qwen2.5-1.5B Q6_K,474,1,0.1480,510
Qwen2.5-1.5B Q6_K,475,1,0.1033,223
